Blog	four	looking	second	kids	k	music	until	example	want	feature	place	series	wasn	service	needed	project	tech	came	saying	result	best	men	country	asked	much	life	things	had	easy	possible	right	old	dollars	o	support	happy	choice	team	along	love	fake	working	following	such	years	didn	internet	million	quite	open	city	future	san	say	take	ways	link	going	hour	jobs	many	wants	technology	being	rest	around	dark	world	power	favorite	her	site	am	congress	tv	th	small	past	hours	experience	via	company	learn	states	its	always	found	really	research	major	self	also	play	plan	cover	set	see	movie	available	let	whole	community	person	amp	couple	d	continue	tools	next	line	us	customers	ago	having	results	try	video	great	makes	high	move	doing	could	start	system	face	fact	should	means	stuff	email	android	less	web	government	five	become	does	three	places	problem	worked	told	thursday	work	law	office	then	them	network	another	john	away	com	information	hand	photo	thanks	night	security	post	months	way	war	true	update	together	cost	change	usually	market	live	car	write	product	use	still	half	january	space	shows	cars	care	national	online	price	america	only	between	article	comes	these	media	thinking	real	read	early	using	business	aren	lot	trying	building	month	very	learned	family	put	takes	history	help	soon	actually	event	since	ask	off	clear	latest	justice	hope	pretty	during	won	probably	both	else	look	while	smart	ready	used	march	game	run	within	similar	doesn	e	go	facebook	michael	started	meet	control	links	including	him	front	special	keep	need	able	talk	based	she	written	key	well	page	twitter	home	washington	he	piece	star	friends	lives	whose	companies	likely	even	tips	ever	never	call	tell	give	answer	president	before	better	weeks	went	side	content	isn	user	features	matter	seen	seem	don	m	explain	stop	bad	decided	said	against	appeared	website	study	make	left	human	yes	yet	deal	dead	popular	super	down	digital	weekend	happening	daily	did	making	may	man	maybe	nbsp	group	interesting	policy	morning	living	where	thing	think	fast	little	anyone	were	especially	shot	show	data	black	nearly	enough	reading	across	according	among	those	different	pay	same	money	audience	youtube	again	important	u	children	public	published	two	coming	response	playing	through	late	someone	house	hard	idea	done	least	believe	b	built	build	businesses	find	please	mean	point	simple	shutdown	create	understand	fun	itself	yesterday	cut	big	bit	google	often	forward	giving	others	account	act	ll	day	red	text	taking	almost	helped	center	thought	brand	minutes	under	every	school	street	york	would	phone	must	me	times	end	writing	each	got	free	wanted	days	already	top	too	took	though	chris	watch	amazon	report	full	however	news	games	search	several	social	donald	everything	head	check	cool	posts	says	goes	today	local	trump	term	name	turn	given	white	r	pro	any	ideas	sure	multiple	state	come	case	good	trip	week	without	blog	everyone	far	list	ten	design	version	members	known	rather	short	might	number	health	friday	feel	story	store	kind	nothing	part	his	wrote	art	recently	attention	c	questions	question	long	called	users	once	app	few	women	something	united	instead	looks	cohen	which	who	why	fear	thousands	words	view	job	perhaps	other	know	because	lead	getting	own	made	whether	percent	book
COOL HUNTING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0	2	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
ThinkProgress	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	0	0	2	0	1	1	1	0	0	0	3	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	0	3	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	1	1	0	3	1	0	0	0	0	2	0	1	0	0	1	0	3	3	1	1	0	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
blog maverick	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	3	1	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
pharyngula	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	4	0	1	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0
Little Green Footballs	0	0	3	0	0	5	0	1	2	1	1	0	1	0	0	0	0	3	1	0	2	0	1	1	4	1	2	5	0	1	0	8	0	2	2	0	0	0	1	2	2	6	4	2	3	1	1	0	0	3	0	0	0	4	2	2	0	3	0	0	2	2	2	1	0	0	2	3	0	1	18	0	0	4	0	0	1	1	0	2	0	2	3	2	3	2	1	1	0	2	0	7	2	0	1	5	2	0	1	3	1	0	0	2	0	1	0	0	1	0	3	0	0	1	1	0	19	1	0	0	2	0	0	0	0	4	0	0	1	0	0	0	0	0	5	2	1	2	3	0	1	1	2	2	2	2	5	4	1	0	1	3	0	31	0	0	4	1	1	3	3	1	6	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	1	1	0	1	3	6	0	1	3	4	1	3	2	4	0	1	2	0	0	2	0	1	3	1	1	0	0	0	1	5	2	1	0	0	0	3	1	1	3	4	2	0	0	2	1	0	3	0	4	2	0	2	0	1	6	1	0	1	0	6	1	8	6	0	2	0	0	2	9	1	2	0	0	0	1	0	14	1	0	3	1	4	1	4	18	1	0	0	0	0	0	1	3	0	1	3	4	0	2	0	18	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	8	3	0	2	0	5	0	1	0	3	0	0	0	0	1	0	0	0	0	3	1	0	2	2	0	0	0	1	0	0	1	0	0	2	1	1	5	0	1	6	0	1	0	1	0	1	4	2	3	0	0	0	0	2	22	3	0	2	0	0	0	7	1	2	1	3	0	0	3	2	1	0	1	0	4	1	0	0	0	0	0	1	0	6	1	1	1	0	0	1	2	7	1	1	0	0	1	3	2	0	2	0	0	0	0	0	2	0	0	0	1	1	0	2	3	3	2	1	2	9	0	0	1	1	1	1	2	0	0	0	0	3	3	6	1	5	2	0	5	0	0	3	1	8	1	1	0	0	0	4	0	9	0	53	0	1	1	0	7	6	0	1	1	1	0	1	2	4	0	2	0	0	0	1	1	3	0	1	0	0	2	1	2	1	2	0	1	1	1	1	0	0	3	17	0	1	0	0	3	0	3	3	2	0	1	0	2	1	0	2	0	1	11	3	3	3	0	1	1	1	1	1	2	2	1	3	0	3	2	9	0	0
43 Folders	5	2	8	1	2	0	15	0	26	1	7	0	2	3	3	3	0	1	11	2	14	2	0	1	37	32	55	26	5	5	24	10	2	1	3	6	0	2	1	15	4	7	2	6	16	8	3	0	5	4	0	8	2	21	10	5	2	7	4	3	20	3	3	17	0	10	0	13	7	10	17	2	14	0	4	1	2	8	4	4	1	2	11	0	9	20	1	77	0	4	9	27	6	2	3	3	18	1	5	17	4	0	8	11	7	45	4	5	3	3	21	3	3	11	2	18	14	14	5	0	1	16	24	11	4	5	9	16	11	27	11	0	16	10	0	4	12	5	3	2	15	5	6	0	59	1	0	25	22	4	10	15	7	17	6	3	2	13	5	0	2	4	36	0	9	4	3	0	13	3	1	8	3	3	4	11	20	9	6	1	0	2	27	0	1	5	1	22	3	4	5	24	2	5	19	43	4	8	8	4	39	10	3	2	29	3	4	3	4	0	30	5	14	4	5	9	13	7	0	0	20	11	2	10	8	8	7	5	10	4	8	6	2	2	6	2	1	18	3	21	1	0	2	2	3	2	8	12	3	5	10	21	1	22	2	29	16	2	24	4	4	6	0	39	0	1	5	2	2	2	4	50	5	26	26	3	17	4	2	0	13	27	1	2	4	1	0	0	2	8	1	4	46	47	3	11	6	18	14	4	0	1	0	45	2	4	13	6	2	1	2	2	9	0	0	3	4	13	11	15	7	14	1	0	2	0	7	12	20	33	31	2	28	14	16	8	2	4	3	1	5	15	13	0	0	2	27	7	3	9	5	5	0	10	13	0	1	1	1	10	1	1	1	7	5	7	2	16	6	10	11	9	6	2	2	0	10	16	7	21	7	0	0	14	3	6	1	1	25	7	2	19	1	3	4	1	0	37	16	4	4	1	13	2	0	10	1	7	20	12	0	1	1	20	1	1	82	3	7	4	13	2	8	5	7	13	2	14	2	2	0	6	1	0	7	1	1	0	0	2	1	1	12	1	2	3	2	13	10	13	0	0	1	3	5	3	0	0	0	38	3	10	0	0	5	3	26	1	11	12	5	8	7	3	2	10	3	0	2	8	3	16	9	2	2	7	6	0	9	7	17	28	2	3	1	9	0	0	3	21	3	5	4	8	13	0	23	0	4	3	0	45	70	32	3	2	1	4	19	3	22	40	57	2	11	13	28	14	1	25
Autoblog	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	4	1	0	39	0	0	0	1	0	0	0	0	0	36	0	3	2	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	1	4	0	0	0	0	11	0	0	39	1	0	0	0	4	17	0	0	0	0	0	2	0	0	0	0	2	0	0	1	3	0	0	0	0	0	1	0	0	0	0	2	3	3	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	39	0	0	3	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	3	39	3	3	0	0	0	0	1	0	0	0	1	0	9	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	39	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	6	3	0	0	1	0	0	1	0	0	0	1	0	0	7	0	0	0	3	8	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	3	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	10	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	2	0	3	0	0	1	3	0	1	0
Gigaom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Google Blogoscoped	0	0	1	0	0	0	0	0	2	2	2	0	0	6	1	0	1	0	0	0	4	0	0	1	4	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	2	0	1	0	0	1	0	1	2	0	0	0	0	1	0	0	2	0	1	0	0	0	4	1	0	0	0	1	2	0	0	2	0	0	0	1	2	0	0	0	0	0	2	0	0	0	1	4	0	0	2	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	1	1	4	0	3	0	0	0	0	0	0	0	0	1	0	0	3	4	0	2	0	0	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	1	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	2	0	4	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1	1	0	2	0	2	1	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	1	4	0	0	1	0	0	0	3	0	0	0	0	1	1	0	1	2	0	1	0	1	4	2	0	0	0	0	2	0	0	1	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	7	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	2	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	3	0	0	0	4	0	0	0	3	0	0	0	1	0	1	0	1	0	1	0	0	0	28	1	0	0	1	1	0	6	3	0	1	0	0	0	0	0	0	0	0	1	0	2	0	11	4	0	4	1	0	0	3	0	2	0	0	1	1	2	1	3	0	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	1	0	3	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	5	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	4	1	1	0	1	4	1	0	2	0	0	0	0	5	5	0	0	0	0	2	0	2	4	2	5	0	0	0	2	1	0	0
Deadspin	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	3	2	0	1	2	2	0	3	0	0	1	3	0	2	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	2	2	0	2	0	0	1	0	1	0	0	0	1	0	0	4	0	1	2	0	1	0	2	2	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	1	4	0	2	0	1	2	0	0	0	1	2	0	3	1	0	2	0	0	0	0	3	2	1	0	2	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	2	0	3	0	0	0	1	0	0	0	0	3	1	0	0	1	1	0	0	22	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	6	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	1	0	2	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	3	1	0	0	0	1	1	0	5	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	2	0	3	1	0	0	0	3	0	0	0	2	0	2	0	2	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	2	0	0	0	2	0	0	2	0	2	3	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	2	2	0	0	2	1	0	0	1	0	1	0	0	3	1	0	2	0	2	3	0	2	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	4	0	1	0	2	0	1	4	0	1	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	8	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	1	1	0	1	4	0	1	0	0	0	1	0	0	0	3	1	0	1	1	0	2	0
The Dish	0	2	0	0	1	0	0	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	3	4	0	1	0	3	0	1	2	0	0	0	0	7	0	0	2	0	12	3	3	1	1	2	0	0	0	1	1	0	0	2	0	0	3	0	0	0	0	5	0	8	0	2	1	2	2	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	33	0	1	0	3	0	2	0	1	0	0	0	0	1	0	1	1	0	1	3	1	4	0	0	4	0	1	0	0	1	2	0	1	1	1	0	1	2	3	0	0	7	0	0	2	1	0	1	0	0	2	0	0	0	4	0	0	3	0	1	0	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	2	3	1	0	0	5	0	0	1	11	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	3	0	4	0	2	1	2	0	1	3	0	0	0	0	0	2	0	0	0	1	0	3	0	1	1	0	0	1	1	0	0	0	1	0	1	2	0	1	0	1	1	0	0	1	1	3	2	0	1	0	0	0	2	5	0	0	2	0	0	0	1	1	1	2	0	1	0	2	1	0	0	0	0	1	4	1	0	0	1	0	4	1	0	0	0	2	0	0	1	1	0	0	0	0	1	1	1	0	0	2	0	1	1	1	0	0	0	0	2	2	0	1	1	0	2	2	1	0	0	0	0	0	0	1	35	0	2	0	3	1	0	2	1	0	0	0	0	3	0	1	0	1	0	3	1	4	0	0	2	1	3	0	2	0	0	0	0	0	2	3	0	0	2	0	0	1	0	1	3	0	2	0	0	2	1	0	1	0	0	3	12	0	0	1	1	0	1	2	0	0	2	1	0	0	0	1	0	0	11	1	3	3	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	2	6	0	0	0	0	0	0	0	1	1	4	1	1	1	0	0	4	0	0	2	3	11	1	1	4	0	0	1	2	7	0	0	0	0	0	0	0	1	0	0	0	2	5	5	0	2	4	2	1	2	2	7	1	0	0	1	2	0	1	4
